	ESC_WT.bam	Copies	length	RPK	TPM
REF_NM_016785	655	1	19675	33.2909784	9.48972069
REF_NM_153121	181	1	5438	33.2842957	9.48781576
REF_NM_133712	145	1	4357	33.27977966	9.486528448
REF_NM_008446	3368	1	101207	33.27833055	9.486115372
REF_NM_027238	3456	1	103889	33.26627458	9.482678772
REF_NM_175530	612	1	18403	33.25544748	9.479592466
REF_NM_031388	1571	1	47275	33.23109466	9.4726506
REF_NM_178764	4483	1	134929	33.22488123	9.47087944
REF_NM_144819	923	1	27790	33.21338611	9.467602711
REF_NM_028768	3006	1	90509	33.21216675	9.467255126
REF_NM_010498	731	1	22016	33.203125	9.464677742
REF_NM_172525	2086	1	62828	33.20175718	9.464287839
REF_NM_026944	999	1	30097	33.19267701	9.461699503
REF_NM_027410	937	1	28230	33.1916401	9.461403927
REF_NM_175255	2143	1	64572	33.1877594	9.460297719
REF_NM_019511	628	1	18943	33.15208784	9.450129405
REF_NM_001205336	873	1	26347	33.13470224	9.445173574
REF_NM_001161548	309	1	9332	33.11187312	9.438666046
REF_NM_029007	147	1	4441	33.10065301	9.435467709
REF_NM_008710	2471	1	74695	33.08119687	9.429921662
REF_NM_145430	2073	1	62667	33.07961128	9.429469684
REF_NM_001164360	1152	1	34843	33.06259507	9.424619148
REF_NM_020586	1445	1	43707	33.06106573	9.424183205
REF_NM_001081360	2578	1	77982	33.05891103	9.423568999
REF_NM_001177750	124	1	3752	33.04904051	9.42075537
REF_NM_001166644	387	1	11710	33.04867635	9.420651563
REF_NM_133891	6017	1	182066	33.04845496	9.420588455
REF_NM_032008	4012	1	121457	33.03226656	9.415973892
REF_NM_027897	1917	1	58051	33.02268695	9.413243185
REF_NM_009172	728	1	22069	32.98744846	9.403198319
REF_NM_001081221	2224	1	67469	32.96328684	9.396310958
REF_NM_172729	1604	1	48671	32.95596967	9.394225171
REF_NM_023858	1888	1	57301	32.94881416	9.392185464
REF_NM_008399	1873	1	56855	32.94345264	9.390657144
REF_NM_172612	272	1	8257	32.9417464	9.390170772
REF_NM_133798	1154	1	35041	32.93285009	9.387634846
REF_NM_019745	1329	1	40363	32.92619478	9.385737725
REF_NM_028132	1904	1	57844	32.91611922	9.382865646
REF_NM_001081055	1906	1	57917	32.90916311	9.380882782
REF_NM_001163170	797	1	24220	32.90668869	9.380177438
REF_NM_145824	1942	1	59043	32.89128262	9.375785881
REF_NM_146084	2120	1	64473	32.8819816	9.373134589
REF_NM_013660	3040	1	92500	32.86486486	9.368255397
REF_NM_010938	3465	1	105471	32.85263248	9.364768508
REF_NM_022415	454	1	13827	32.83430968	9.359545526
REF_NM_013834	1251	1	38131	32.80795154	9.352032035
REF_NR_030670	113	1	3445	32.8011611	9.350096396
REF_NM_001007580	2137	1	65187	32.78261003	9.344808342
REF_NM_001137547	98	1	2991	32.76496155	9.339777576
REF_NM_001184708	4173	1	127372	32.76230255	9.339019616
REF_NM_172477	3126	1	95457	32.74772934	9.334865469
REF_NM_033604	2564	1	78297	32.74710398	9.334687206
REF_NM_019400	3220	1	98345	32.74187808	9.333197545
REF_NM_028157	200	1	6115	32.70645953	9.32310135
REF_NM_026500	816	1	24950	32.70541082	9.322802413
REF_NM_001167946	634	1	19387	32.7023263	9.321923158
REF_NM_172267	521	1	15947	32.67072177	9.312914165
REF_NM_010391	146	1	4475	32.62569832	9.30008006
REF_NM_001270537	927	1	28419	32.61902248	9.298177087
REF_NM_008046	218	1	6690	32.58594918	9.288749414
REF_NM_008058	109	1	3346	32.5762104	9.285973338
REF_NM_029561	1649	1	50626	32.5721961	9.284829048
REF_NM_019739	2663	1	81773	32.56576131	9.282994787
REF_NM_181414	2448	1	75225	32.54237288	9.276327824
REF_NM_146001	4510	1	138605	32.53850871	9.275226328
REF_NM_175449	62	1	1906	32.52885624	9.272474855
REF_NM_011899	9383	2	288454	32.52858341	9.272397084
REF_NM_153406	3263	1	100328	32.5233235	9.270897725
REF_NM_176840	1894	1	58242	32.51948765	9.269804303
REF_NM_172593	1054	1	32417	32.51380449	9.268184294
REF_NM_009016	7007	1	215531	32.51040454	9.267215125
REF_NM_144515	879	1	27063	32.47976943	9.25848247
REF_NM_001205133	2464	1	75896	32.46547908	9.254408951
REF_NM_181444	618	1	19047	32.4460545	9.2488719
REF_NM_010546	1536	1	47379	32.41942633	9.241281439
REF_NM_001110315	2801	1	86420	32.41147882	9.239015973
REF_NM_172911	1715	1	52960	32.38293051	9.230878168
REF_NM_175423	498	1	15379	32.38181936	9.23056143
REF_NM_001097617	389	1	12016	32.373502	9.228190533
REF_NM_029519	930	1	28732	32.36809133	9.226648201
REF_NM_029528	302	1	9336	32.3479006	9.220892757
REF_NM_134133	899	1	27793	32.34627424	9.220429157
REF_NM_172403	553	1	17099	32.34107258	9.218946403
REF_NM_146221	782	1	24198	32.31672039	9.212004719
REF_NM_001310712	830	1	25691	32.30703359	9.20924346
REF_NM_026534	925	1	28684	32.2479431	9.19239949
REF_NM_029614	316	1	9802	32.23831871	9.18965602
REF_NM_026546	497	1	15420	32.230869	9.187532452
REF_NM_001163284	682	1	21170	32.21539915	9.183122712
REF_NM_175306	2139	1	66523	32.1542925	9.165704028
REF_NM_013923	1389	1	43214	32.14236127	9.162302985
REF_NM_001290543	1866	1	58077	32.12975877	9.158710594
REF_NM_198410	127	1	3953	32.1274981	9.158066182
REF_NM_016693	389	1	12111	32.11956073	9.155803604
REF_NM_023214	2197	1	68434	32.10392495	9.151346565
REF_NR_029464	80	1	2492	32.10272873	9.151005578
REF_NM_001195089	348	1	10841	32.10035975	9.15033029
REF_NM_030205	1696	1	52837	32.0987187	9.149862504
REF_NM_011383	122	1	3802	32.08837454	9.146913861
REF_NM_178811	1918	1	59826	32.05963962	9.138722863
REF_NM_027760	295	1	9202	32.05824821	9.138326235
REF_NM_153790	353	1	11012	32.05593898	9.137667979
REF_NM_010569	4877	1	152194	32.04462725	9.134443529
REF_NM_026254	2006	1	62603	32.04319282	9.134034639
REF_NM_009228	1018	1	31771	32.04179912	9.133637361
REF_NM_010235	264	1	8241	32.03494722	9.131684198
REF_NM_001101479	184	1	5745	32.0278503	9.129661196
REF_NM_001320366	835	1	26077	32.02055451	9.127581503
REF_NM_008485	2039	1	63692	32.01343968	9.125553392
REF_NM_172684	1679	1	52501	31.98034323	9.116119124
REF_NM_001199284	1467	1	45879	31.97541359	9.11471391
REF_NM_020611	487	1	15231	31.97426302	9.114385935
REF_NM_172587	2636	1	82444	31.97321818	9.114088102
REF_NM_001170711	989	1	30939	31.96612689	9.112066702
REF_NM_001136260	11264	1	352397	31.96394975	9.111446099
REF_NM_009483	3750	1	117362	31.95242072	9.108159704
REF_NM_028325	104	1	3255	31.95084485	9.107710498
REF_NM_029747	113	1	3537	31.94797851	9.106893437
REF_NM_001029837	1676	1	52462	31.94693302	9.106595414
REF_NM_001110195	1069	1	33496	31.91425842	9.097281395
REF_NM_172436	2976	1	93260	31.91078705	9.096291867
REF_NM_031257	1999	1	62667	31.8987665	9.092865363
REF_NM_001001884	1139	1	35715	31.89136217	9.090754732
REF_NR_045055	772	1	24209	31.88896691	9.090071955
REF_NM_018824	2952	1	92613	31.87457484	9.08596944
REF_NM_013743	412	1	12928	31.86881188	9.084326686
REF_NM_026181	1335	1	41897	31.8638566	9.082914164
REF_NM_001163625	734	1	23055	31.83691173	9.075233426
REF_NM_001040111	2054	1	64518	31.83607675	9.074995412
REF_NM_001039482	1371	1	43102	31.80826876	9.067068637
REF_NM_001167694	917	1	28834	31.80273288	9.065490615
REF_NM_001081229	1624	1	51099	31.78144386	9.059422098
REF_NM_001163401	287	1	9031	31.77942642	9.058847018
REF_NM_023465	1531	1	48197	31.76546258	9.054866572
REF_NM_001252479	799	1	25158	31.75928134	9.053104587
REF_NM_007760	485	1	15273	31.75538532	9.051994011
REF_NM_001242558	1591	1	50128	31.7387488	9.047251708
REF_NM_080561	3876	1	122128	31.73719376	9.046808438
REF_NM_198647	1809	1	57007	31.73294508	9.045597334
REF_NM_021434	860	1	27106	31.72729285	9.043986145
REF_NM_175310	4341	1	136844	31.72225308	9.042549538
REF_NM_145567	2984	1	94071	31.72072158	9.04211298
REF_NM_001033458	50	1	1577	31.70577045	9.037851102
REF_NM_007405	559	1	17644	31.68215824	9.031120352
REF_NM_001024539	633	1	19981	31.68009609	9.030532528
REF_NM_001256198	6764	1	213624	31.66310901	9.025690297
REF_NM_175457	2296	1	72527	31.65717595	9.023999054
REF_NR_045506	1124	1	35517	31.64681702	9.021046201
REF_NM_029068	706	1	22314	31.63932957	9.018911875
REF_NM_146193	1181	1	37358	31.61304138	9.011418327
REF_NM_145577	249	1	7877	31.61101942	9.01084196
REF_NM_009056	1742	1	55112	31.60836116	9.01008421
REF_NM_001163513	3536	1	111968	31.58045156	9.002128473
REF_NM_008158	36	1	1140	31.57894737	9.001699698
REF_NM_177889	530	1	16790	31.56640858	8.998125467
REF_NM_028283	2709	1	85823	31.5649651	8.997714
REF_NM_001145821	1934	1	61271	31.56468803	8.997635018
REF_NM_027585	1993	1	63166	31.55178419	8.993956729
REF_NM_024185	2277	1	72197	31.53870659	8.990228911
REF_NM_184109	165	1	5235	31.51862464	8.984504474
REF_NM_021028	689	1	21868	31.50722517	8.981255011
REF_NM_009251	863	1	27391	31.50669928	8.981105104
REF_NM_019491	2004	1	63643	31.48814481	8.975816081
REF_NM_175279	110	1	3497	31.45553331	8.96652005
REF_NM_022999	253	1	8046	31.44419587	8.963288269
REF_NM_009351	1461	1	46494	31.42340947	8.957363026
REF_NM_001164562	785	1	24985	31.41885131	8.956063704
REF_NR_102685	107	1	3407	31.40592897	8.952380142
REF_NM_011427	145	1	4617	31.40567468	8.952307656
REF_NM_025339	68	1	2166	31.39427516	8.949058179
REF_NM_001081654	854	1	27207	31.38898078	8.947548995
REF_NR_037958	461	1	14693	31.37548492	8.94370195
REF_NM_009003	919	1	29296	31.36947023	8.94198744
REF_NM_172406	2291	1	73033	31.36938096	8.941961993
REF_NM_025891	294	1	9381	31.33994244	8.933570428
REF_NR_131042	187	1	5969	31.32853074	8.930317481
REF_NM_021430	1200	1	38312	31.32177908	8.928392893
REF_NM_027192	949	1	30337	31.28193295	8.917034603
REF_NR_015569	5364	1	171705	31.2396261	8.904974874
REF_NM_153160	1370	1	43862	31.23432584	8.903464013
REF_NM_001256065	425	1	13609	31.22933353	8.902040936
REF_NM_175178	556	1	17809	31.22016958	8.899428717
REF_NM_007745	54	1	1730	31.21387283	8.897633805
REF_NM_001170785	6048	1	194007	31.17413289	8.886305783
REF_NM_015773	2380	1	76348	31.17304972	8.885997021
REF_NM_145452	2331	1	74788	31.16810183	8.884586607
REF_NM_001081266	237	1	7606	31.15961083	8.882166215
REF_NM_001039000	1173	1	37669	31.13966391	8.87648027
REF_NM_001310471	3581	1	115037	31.12911498	8.873473256
REF_NM_175518	2223	1	71417	31.12704258	8.87288251
REF_NM_172437	649	1	20868	31.10024919	8.86524495
REF_NM_026482	3449	1	110992	31.07431166	8.85785136
REF_NM_172691	429	1	13807	31.07119577	8.856963163
REF_NM_026241	282	1	9082	31.05042942	8.851043636
REF_NM_011143	176	1	5676	31.00775194	8.838878256
REF_NM_001177845	493	1	15901	31.00433935	8.837905485
REF_NM_027126	125	1	4032	31.00198413	8.83723412
REF_NM_028444	49	1	1582	30.97345133	8.829100736
REF_NM_028453	575	1	18569	30.96558781	8.82685921
REF_NM_001190264	270	1	8720	30.96330275	8.826207846
REF_NM_001143765	329	1	10626	30.96179183	8.825777152
REF_NM_001004177	763	1	24647	30.95711446	8.824443848
REF_NM_145619	205	1	6628	30.92939046	8.816541019
REF_NM_009454	1594	1	51537	30.92923531	8.81649679
REF_NR_105751	3	1	97	30.92783505	8.816097642
REF_NM_028761	4027	1	130207	30.9276767	8.816052503
REF_NM_134109	1015	1	32827	30.91966978	8.813770102
REF_NM_001161844	528	1	17092	30.89164521	8.805781591
REF_NM_013792	234	1	7578	30.87885986	8.802137076
REF_NM_007741	486	1	15760	30.83756345	8.790365378
REF_NM_029858	591	1	19170	30.82942097	8.788044332
REF_NM_201519	2756	1	89407	30.82532688	8.786877295
REF_NM_010800	128	1	4156	30.79884504	8.779328547
REF_NM_144531	3318	1	107819	30.77379683	8.772188457
REF_NM_009799	1297	1	42152	30.76959575	8.770990924
REF_NM_030075	429	1	13943	30.76812738	8.770572359
REF_NR_030673	876	1	28477	30.76166731	8.768730892
REF_NM_008226	599	1	19475	30.75738126	8.767509137
REF_NM_025697	770	1	25036	30.75571178	8.767033244
REF_NM_001291354	103	1	3351	30.7370934	8.761726007
REF_NM_011711	1637	1	53271	30.7296653	8.759608596
REF_NM_027309	370	1	12042	30.72579306	8.758504799
REF_NM_028860	3498	1	113948	30.69821322	8.750643061
REF_NM_001162533	391	1	12740	30.69073783	8.748512174
REF_NM_001276764	12289	1	400438	30.68889566	8.747987055
REF_NM_001081034	2282	1	74427	30.66091607	8.740011365
REF_NM_009305	450	1	14677	30.66021667	8.739811998
REF_NM_178149	375	1	12241	30.63475206	8.732553216
REF_NM_001085495	2832	1	92471	30.62581782	8.730006477
REF_NM_001197024	1410	1	46043	30.62354755	8.729359327
REF_NM_008470	86	1	2811	30.59409463	8.720963658
REF_NM_175325	965	1	31543	30.59315855	8.720696824
REF_NM_028356	632	1	20661	30.58903248	8.719520673
REF_NM_001285909	3202	1	104691	30.58524611	8.718441353
REF_NM_001161825	1454	1	47585	30.55584743	8.710061149
REF_NM_025755	500	1	16365	30.55300947	8.709252177
REF_NM_001039644	2043	1	66955	30.51303114	8.697856201
REF_NM_001039137	729	1	23905	30.49571219	8.692919369
REF_NM_026361	5927	1	194356	30.49558542	8.692883232
REF_NM_001008424	154	1	5053	30.47694439	8.687569535
REF_NM_001164727	649	1	21335	30.41949848	8.671194358
REF_NM_144816	81	1	2663	30.41682313	8.670431741
REF_NM_008550	725	1	23837	30.4149012	8.669883888
REF_NM_145384	386	1	12696	30.40327662	8.666570256
REF_NR_033613	75	1	2468	30.38897893	8.662494644
REF_NM_028404	661	1	21758	30.37963048	8.659829833
REF_NM_011086	2794	1	92012	30.36560449	8.65583167
REF_NM_026647	1849	1	60924	30.34928764	8.65118049
REF_NM_053104	6921	1	228064	30.34674477	8.650455637
REF_NM_011100	2528	1	83368	30.32338547	8.643796978
REF_NR_030424	2	1	66	30.3030303	8.63799466
REF_NM_019866	184	1	6077	30.27809775	8.630887539
REF_NM_175136	594	1	19628	30.26288975	8.626552441
REF_NM_012048	1870	1	61797	30.26036863	8.625833786
REF_NM_026756	937	1	30983	30.24239099	8.620709191
REF_NM_001199568	1101	1	36417	30.23313288	8.618070131
REF_NM_001242388	999	1	33079	30.20042928	8.608747844
REF_NM_175550	1845	1	61104	30.19442262	8.607035625
REF_NM_009767	1196	1	39643	30.16926065	8.599863109
REF_NM_030715	924	1	30633	30.16354911	8.598235013
REF_NM_053201	108	1	3584	30.13392857	8.589791564
REF_NR_040709	176	1	5847	30.10090645	8.580378482
REF_NM_001038602	632	1	21015	30.07375684	8.572639382
REF_NM_019564	1487	1	49456	30.06713038	8.570750484
REF_NM_025780	435	1	14470	30.06219765	8.569344391
REF_NM_001031772	2813	1	93583	30.05887822	8.568398173
REF_NM_029012	2623	1	87267	30.05718084	8.567914329
REF_NM_054042	77	1	2562	30.05464481	8.567191425
REF_NM_009673	810	1	26964	30.0400534	8.563032089
REF_NM_030168	2764	1	92020	30.03694849	8.562147021
REF_NM_001289558	433	1	14421	30.02565703	8.558928347
REF_NM_001301689	1187	1	39547	30.01491896	8.555867419
REF_NM_001018013	163	1	5432	30.00736377	8.553713784
REF_NM_013563	116	1	3871	29.96641695	8.542041735
REF_NM_153414	2690	1	89791	29.95845909	8.539773317
REF_NM_009021	2820	1	94183	29.94170923	8.534998705
REF_NM_030080	180	1	6015	29.92518703	8.530288991
REF_NM_023502	2631	1	87925	29.92323003	8.529731138
REF_NM_029249	1662	1	55544	29.92222382	8.529444316
REF_NM_183408	1422	1	47535	29.91479962	8.527328019
REF_NM_001040695	1056	1	35303	29.91247203	8.52666453
REF_NM_029508	2307	1	77138	29.90743862	8.525229737
REF_NM_172740	518	1	17324	29.90071577	8.523313364
REF_NM_026213	979	1	32773	29.87215086	8.515170826
REF_NM_198022	3258	1	109151	29.84855842	8.508445711
REF_NM_001122780	769	1	25793	29.8142907	8.498677567
REF_NM_030717	599	1	20092	29.81286084	8.49826998
REF_NM_028731	2738	1	91877	29.80071182	8.494806856
REF_NM_145994	2986	1	100253	29.78464485	8.490226904
REF_NM_133674	705	1	23677	29.77573172	8.487686183
REF_NM_183028	2521	1	84709	29.7607102	8.483404239
REF_NR_045717	252	1	8469	29.75557917	8.481941621
REF_NM_008127	89	1	2996	29.70627503	8.467887288
REF_NM_133663	1000	1	33687	29.68504171	8.461834647
REF_NM_001166453	2657	1	89517	29.68151301	8.460828778
REF_NM_028149	1988	1	67063	29.6437678	8.450069362
REF_NM_001007574	439	1	14812	29.63813124	8.448462641
REF_NM_001142706	182	1	6141	29.63686696	8.448102251
REF_NR_073359	22	1	743	29.60969044	8.440355482
REF_NR_130128	88	1	2974	29.58977808	8.434679385
REF_NM_173031	362	1	12234	29.58966814	8.434648047
REF_NM_010690	1043	1	35253	29.58613451	8.433640774
REF_NM_019835	1501	1	50734	29.58568219	8.433511836
REF_NM_001177416	862	1	29152	29.56915477	8.428800634
REF_NM_001198789	167	1	5651	29.55229163	8.42399373
REF_NM_172619	874	1	29587	29.54000068	8.420490147
REF_NM_007982	6436	1	218087	29.51115839	8.412268543
REF_NM_172381	3325	1	112695	29.50441457	8.410346191
REF_NM_032396	2067	1	70058	29.50412515	8.410263692
REF_NM_001081399	71	1	2407	29.49729954	8.408318026
REF_NM_008012	421	1	14291	29.45910013	8.397429138
REF_NM_001307998	287	1	9743	29.45704608	8.396843623
REF_NM_033603	157	1	5331	29.45038454	8.394944725
REF_NM_178741	1448	1	49180	29.44286295	8.392800667
REF_NM_032003	227	1	7716	29.41938828	8.386109123
REF_NM_011905	157	1	5337	29.41727562	8.385506901
REF_NR_029751	3	1	102	29.41176471	8.383935993
REF_NM_001271679	3591	1	122115	29.40670679	8.382494216
REF_NM_008213	101	1	3435	29.40320233	8.381495255
REF_NM_001310840	1278	1	43487	29.38809299	8.377188281
REF_NM_013586	539	1	18341	29.38771059	8.377079276
REF_NM_013779	137	1	4662	29.38652939	8.376742569
REF_NM_031377	158	1	5379	29.3734895	8.373025498
REF_NM_001113423	1894	1	64480	29.37344913	8.373013992
REF_NM_025518	1244	1	42363	29.36524798	8.370676221
REF_NM_001081956	1093	1	37232	29.35646755	8.368173329
REF_NM_025503	30	1	1024	29.296875	8.351186243
REF_NM_008319	205	1	6999	29.28989856	8.349197581
REF_NM_028815	1024	1	34961	29.28978004	8.349163798
REF_NM_178882	794	1	27122	29.2751272	8.34498695
REF_NM_172120	4374	1	149520	29.25361156	8.338853833
REF_NM_026678	773	1	26428	29.24928107	8.33761941
REF_NM_175334	1073	1	36702	29.23546401	8.333680805
REF_NM_001309445	1439	1	49257	29.21412185	8.327597142
REF_NM_199200	312	1	10682	29.20801348	8.325855927
REF_NM_009988	1697	1	58115	29.2007227	8.323777664
REF_NM_001242943	387	1	13263	29.1789188	8.317562376
REF_NM_146121	3591	1	123153	29.15885119	8.311842027
REF_NM_019972	2258	1	77456	29.1520347	8.309898963
REF_NM_177611	680	1	23333	29.14327348	8.307401541
REF_NM_199029	1173	1	40255	29.13923736	8.306251032
REF_NM_001042779	337	1	11568	29.13208852	8.304213227
REF_NM_008612	4375	1	150272	29.11387351	8.299020968
REF_NM_001145096	1582	1	54362	29.1012104	8.295411302
REF_NM_001039645	104	1	3574	29.09904868	8.294795096
REF_NM_001198914	1049	1	36055	29.09443905	8.293481102
REF_NM_001025309	1480	1	50869	29.09434036	8.293452971
REF_NM_026075	625	1	21507	29.06030595	8.28375133
REF_NM_145923	1743	1	60000	29.05	8.28081358
REF_NM_001033178	1099	1	37845	29.03950324	8.277821438
REF_NM_001252435	6091	1	209914	29.01664491	8.271305585
REF_NM_177778	429	1	14790	29.00608519	8.268295497
REF_NR_015487	190	1	6552	28.998779	8.266212838
REF_NM_176987	1377	1	47486	28.99802047	8.265996616
REF_NM_053207	1179	1	40668	28.99085276	8.263953433
REF_NM_130882	657	1	22674	28.97591956	8.259696666
REF_NM_198894	4665	1	161008	28.97371559	8.259068418
REF_NM_026005	722	1	24926	28.96573859	8.256794542
REF_NM_001081091	1795	1	62026	28.93947699	8.249308575
REF_NR_033517	502	1	17357	28.92204874	8.244340585
REF_NM_199068	1749	1	60519	28.90001487	8.238059746
REF_NM_001085492	9826	1	340051	28.89566565	8.236819984
REF_NM_010016	685	1	23719	28.879801	8.232297706
REF_NM_001290350	549	1	19010	28.87953709	8.232222475
REF_NM_001163182	534	1	18499	28.86642521	8.228484885
REF_NM_146185	461	1	15971	28.86481748	8.228026595
REF_NM_027320	297	1	10290	28.86297376	8.227501036
REF_NM_023320	202	1	7000	28.85714286	8.225838914
REF_NM_001085385	414	1	14349	28.85218482	8.224425607
REF_NM_177780	5239	1	181645	28.84197198	8.221514397
REF_NM_001081021	558	1	19358	28.82529187	8.216759668
REF_NM_133684	944	1	32780	28.79804759	8.208993583
REF_NM_178082	813	1	28237	28.79201048	8.207272682
REF_NM_009071	3379	1	117392	28.7839035	8.204961756
REF_NM_001252458	793	1	27560	28.77358491	8.202020401
REF_NM_009811	365	1	12698	28.7446842	8.193782145
REF_NM_001174107	1903	1	66221	28.73710756	8.191622395
REF_NM_027562	1446	1	50327	28.73209212	8.190192723
REF_NM_026415	31	1	1079	28.73030584	8.189683537
REF_NM_001024645	493	1	17172	28.70952714	8.183760489
REF_NM_001302642	276	1	9621	28.68724665	8.17740935
REF_NM_175430	1051	1	36641	28.68371496	8.17640263
